,hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,broj_nocenja,ukupno_placeno
71627,1,2017-07-10,2016-12-26,2017-07-11,2017-03-30,2,0.0,CN,2,2,179.5843768632442,Canceled,1384850,1044612,1.0,179.5843768632442
71628,1,2017-07-10,2017-01-04,2017-07-11,2017-06-23,2,0.0,PRT,2,1,54.04615128220847,Canceled,1384851,1063089,1.0,54.04615128220847
71630,1,2017-07-10,2016-12-24,2017-07-11,2017-03-28,3,0.0,PRT,0,2,107.24540771591184,Canceled,1384853,1045516,1.0,107.24540771591184
71631,1,2017-07-10,2017-03-01,2017-07-11,2017-03-30,3,0.0,CN,2,2,137.60436724176932,Canceled,1384854,1080206,1.0,137.60436724176932
71632,1,2017-07-10,2017-05-24,2017-07-11,2017-07-10,2,0.0,PRT,2,1,70.42144921680898,No-Show,1384855,1062038,1.0,70.42144921680898
71633,1,2017-07-10,2016-12-07,2017-07-12,2017-06-26,2,2.0,HUN,2,5,152.69477219508136,Canceled,1384856,1011965,2.0,305.3895443901627
71635,1,2017-10-10,2016-09-05,2017-10-12,2017-05-27,2,0.0,PRT,2,1,91.06858429664352,Canceled,1384858,1086281,2.0,182.13716859328704
71636,1,2017-05-10,2016-05-14,2017-05-12,2017-02-14,3,0.0,NOR,2,2,143.9630383806917,Canceled,1384859,1031063,2.0,287.9260767613834
71638,1,2017-07-10,2017-03-26,2017-07-13,2017-06-06,2,0.0,ROU,2,1,105.27271217191058,Canceled,1384861,1043453,3.0,315.81813651573174
71641,1,2017-07-10,2016-07-07,2017-07-13,2017-04-24,1,0.0,DEU,2,1,71.83186245546631,Canceled,1384864,1097368,3.0,215.49558736639892
71642,1,2017-07-10,2016-12-02,2017-07-13,2017-01-17,2,0.0,PRT,2,1,55.55979686613616,Canceled,1384865,1020568,3.0,166.67939059840847
71644,1,2017-05-10,2016-10-20,2017-05-13,2017-02-28,2,0.0,HKG,2,1,94.70979266705754,Canceled,1384867,1053620,3.0,284.12937800117265
71646,1,2017-05-10,2016-12-22,2017-05-13,2017-01-05,3,0.0,FRA,2,2,132.81507804616234,Canceled,1384869,1009886,3.0,398.445234138487
71647,1,2017-07-10,2017-01-28,2017-07-13,2017-05-10,2,0.0,CHE,2,1,105.13955062354866,Canceled,1384870,1002831,3.0,315.418651870646
71649,1,2017-07-10,2017-02-08,2017-07-13,2017-04-24,1,0.0,DEU,2,1,88.8005447894354,Canceled,1384872,1076699,3.0,266.4016343683062
71650,1,2017-05-10,2017-03-27,2017-05-13,2017-05-04,2,0.0,CHE,2,1,124.70987425324164,Canceled,1384873,1055006,3.0,374.1296227597249
71652,1,2017-07-10,2017-01-06,2017-07-13,2017-07-08,1,0.0,PRT,2,1,87.62738275240096,Canceled,1384875,1011526,3.0,262.88214825720286
71653,1,2017-07-10,2016-07-30,2017-07-13,2017-06-07,1,0.0,CHN,2,1,104.5753624151478,Canceled,1384876,1006785,3.0,313.7260872454434
71654,1,2017-11-10,2017-03-02,2017-11-13,2017-03-12,2,0.0,AUS,0,1,150.4833492866249,Canceled,1384877,1009061,3.0,451.4500478598747
71655,1,2017-07-10,2017-05-05,2017-07-13,2017-07-07,2,1.0,FRA,2,1,143.0878259868603,Canceled,1384878,1104040,3.0,429.26347796058093
71660,1,2017-10-10,2017-05-26,2017-10-14,2017-07-02,3,0.0,IRN,2,2,214.51301486033026,Canceled,1384883,1028234,4.0,858.052059441321
71664,1,2017-05-10,2016-07-29,2017-05-17,2017-02-07,2,0.0,IRL,2,3,148.7395961751266,Canceled,1384887,1092104,7.0,1041.1771732258862
71665,1,2017-07-10,2017-02-04,2017-07-17,2017-05-15,3,0.0,PRT,2,2,143.20644890136865,Canceled,1384888,1066824,7.0,1002.4451423095805
71671,1,2017-07-10,2017-02-10,2017-07-16,2017-04-23,2,1.0,BRA,2,1,53.85005281049531,Canceled,1384894,1031235,6.0,323.1003168629719
71672,1,2017-07-10,2017-03-28,2017-07-19,2017-05-17,3,0.0,DEU,2,2,92.45192109251288,Canceled,1384895,1063083,9.0,832.0672898326159
71673,1,2017-07-11,2016-09-08,2017-07-12,2017-06-27,2,1.0,LUX,2,1,108.03334804543763,Canceled,1384896,1004228,1.0,108.03334804543763
71674,1,2017-07-11,2017-06-23,2017-07-12,2017-06-28,2,0.0,PRT,2,1,63.06088415038983,Canceled,1384897,1012710,1.0,63.06088415038983
71676,1,2017-07-11,2017-01-16,2017-07-12,2017-06-28,2,0.0,PRT,2,1,67.34678513132955,Canceled,1384899,1021684,1.0,67.34678513132955
71681,1,2017-07-11,2017-05-18,2017-07-12,2017-06-28,2,0.0,PRT,2,1,67.34922944935303,Canceled,1384904,1035964,1.0,67.34922944935303
71684,1,2017-10-11,2017-05-21,2017-10-12,2017-06-28,2,0.0,PRT,2,1,90.00084636431747,Canceled,1384907,1012940,1.0,90.00084636431747
71685,1,2017-07-11,2016-12-01,2017-07-12,2017-06-28,2,0.0,FIN,2,1,60.4757652050891,Canceled,1384908,1072971,1.0,60.4757652050891
71686,1,2017-07-11,2017-03-06,2017-07-12,2017-06-28,2,0.0,PRT,2,1,72.80227581128446,Canceled,1384909,1039157,1.0,72.80227581128446
71687,1,2017-10-11,2017-03-12,2017-10-12,2017-04-26,2,0.0,GBR,2,1,137.23539041304525,Canceled,1384910,1018971,1.0,137.23539041304525
71689,1,2017-07-11,2017-02-22,2017-07-13,2017-06-23,2,0.0,FRA,2,1,87.83020885151443,Canceled,1384912,1050348,2.0,175.66041770302886
71690,1,2017-07-11,2016-09-28,2017-07-13,2017-05-25,2,0.0,IRL,2,1,93.97991024123965,Canceled,1384913,1062973,2.0,187.9598204824793
71692,1,2017-11-11,2017-05-17,2017-11-13,2017-06-01,2,0.0,SWE,2,1,191.91877223065978,Canceled,1384915,1095898,2.0,383.83754446131957
71693,1,2017-07-11,2017-06-30,2017-07-13,2017-07-02,2,1.0,DEU,2,1,122.84973257169585,Canceled,1384916,1084418,2.0,245.6994651433917
71697,1,2017-07-11,2017-03-06,2017-07-14,2017-04-06,2,0.0,AUS,2,2,94.92629356093316,Canceled,1384920,1077315,3.0,284.77888068279947
71699,1,2017-07-11,2016-09-10,2017-07-14,2017-02-13,3,0.0,BRA,2,2,135.1015006888793,Canceled,1384922,1077679,3.0,405.3045020666379
71707,1,2017-11-11,2017-03-03,2017-11-15,2017-04-23,3,0.0,FRA,2,2,256.5816070359443,Canceled,1384930,1055899,4.0,1026.326428143777
71708,1,2017-01-11,2016-03-25,2017-01-15,2016-12-21,2,0.0,PRT,2,2,165.99046132557424,Canceled,1384931,1011887,4.0,663.961845302297
71712,1,2017-07-11,2017-01-02,2017-07-18,2017-01-16,2,0.0,GBR,2,2,75.89913686184116,Canceled,1384935,1085648,7.0,531.2939580328881
71715,1,2017-07-11,2016-08-19,2017-07-19,2017-04-20,2,0.0,RUS,2,1,139.16691833676094,Canceled,1384938,1076377,8.0,1113.3353466940875
71716,1,2017-07-12,2016-11-02,2017-07-13,2017-05-27,2,0.0,PRT,2,1,79.12493937848957,Canceled,1384939,1037829,1.0,79.12493937848957
71717,1,2017-07-12,2017-03-16,2017-07-13,2017-05-04,2,0.0,PRT,2,1,107.37183303131754,Canceled,1384940,1091831,1.0,107.37183303131754
71718,1,2017-07-12,2016-10-21,2017-07-13,2017-07-04,2,0.0,DEU,2,1,110.84478481623688,Canceled,1384941,1018357,1.0,110.84478481623688
71721,1,2017-05-12,2017-03-27,2017-05-14,2017-04-23,2,0.0,PRT,2,2,177.53947813787082,Canceled,1384944,1043455,2.0,355.07895627574163
71726,1,2017-07-12,2017-01-27,2017-07-15,2017-05-17,3,0.0,FRA,2,2,99.1270316235798,Canceled,1384949,1081598,3.0,297.3810948707394
71731,1,2017-07-12,2017-02-16,2017-07-15,2017-06-07,2,0.0,PRT,2,1,76.99480588379733,Canceled,1384954,1062769,3.0,230.984417651392
71736,1,2017-07-12,2016-10-18,2017-07-17,2016-11-25,2,0.0,PRT,2,1,96.05460047653679,Canceled,1384959,1064503,5.0,480.27300238268396
71741,1,2017-07-12,2016-10-19,2017-07-17,2016-11-25,2,0.0,PRT,2,1,102.49336845818618,Canceled,1384964,1009504,5.0,512.4668422909309
71744,1,2017-07-12,2016-10-29,2017-07-17,2016-11-25,2,0.0,PRT,2,1,86.35377087369575,Canceled,1384967,1039361,5.0,431.76885436847874
71751,1,2017-05-12,2016-05-21,2017-05-17,2016-11-25,2,0.0,PRT,2,1,93.74763996745725,Canceled,1384974,1069939,5.0,468.73819983728623
71754,1,2017-05-12,2016-11-16,2017-05-16,2017-04-18,3,0.0,PRT,2,3,165.876842193995,Canceled,1384977,1008472,4.0,663.50736877598
71760,1,2017-07-12,2016-05-05,2017-07-17,2016-11-25,2,0.0,PRT,2,1,76.67890930212357,Canceled,1384983,1095684,5.0,383.39454651061783
71763,1,2017-11-12,2017-02-28,2017-11-17,2017-04-02,1,0.0,PRT,2,1,120.61583612900174,Canceled,1384986,1100969,5.0,603.0791806450087
71764,1,2017-07-12,2016-08-19,2017-07-18,2017-06-08,2,0.0,FRA,2,1,76.72556631851326,Canceled,1384987,1102696,6.0,460.3533979110796
71769,1,2017-10-13,2016-11-18,2017-10-15,2017-06-28,2,0.0,PRT,2,1,90.80301523272013,Canceled,1384992,1050208,2.0,181.60603046544026
71770,1,2017-07-13,2017-03-02,2017-07-15,2017-06-28,2,0.0,GBR,2,1,63.797106182488776,Canceled,1384993,1036774,2.0,127.59421236497755
71773,1,2017-07-13,2017-04-27,2017-07-15,2017-06-28,2,0.0,PRT,2,1,62.408101789765134,Canceled,1384996,1092920,2.0,124.81620357953027
71774,1,2017-10-13,2017-05-11,2017-10-15,2017-06-28,2,0.0,PRT,2,1,86.80145437313499,Canceled,1384997,1058451,2.0,173.60290874626997
71775,1,2017-07-13,2016-08-18,2017-07-15,2016-12-26,3,0.0,BEL,2,1,93.4541965324483,Canceled,1384998,1094583,2.0,186.9083930648966
71777,1,2017-07-13,2017-03-11,2017-07-15,2017-06-28,2,0.0,PRT,2,1,56.91575048096044,Canceled,1385000,1009867,2.0,113.83150096192088
71778,1,2017-07-13,2017-02-02,2017-07-15,2017-06-28,2,0.0,PRT,2,1,74.67762302291109,Canceled,1385001,1086559,2.0,149.35524604582218
71779,1,2017-07-13,2017-06-15,2017-07-15,2017-06-28,2,0.0,PRT,2,1,52.154954769128246,Canceled,1385002,1084380,2.0,104.30990953825649
71780,1,2017-11-13,2017-04-15,2017-11-15,2017-06-28,2,0.0,PRT,2,1,109.00229411005363,Canceled,1385003,1081346,2.0,218.00458822010725
71782,1,2017-07-13,2017-04-27,2017-07-16,2017-06-20,2,0.0,PRT,2,2,151.50584294663332,Canceled,1385005,1038423,3.0,454.51752883989997
71785,1,2017-07-13,2016-09-19,2017-07-16,2017-07-03,2,0.0,FRA,2,3,122.03504753139286,Canceled,1385008,1068286,3.0,366.1051425941786
71787,1,2017-07-13,2017-02-18,2017-07-16,2017-07-05,2,0.0,FRA,2,1,111.15383009731012,Canceled,1385010,1095053,3.0,333.4614902919304
71788,1,2017-07-13,2016-10-05,2017-07-16,2017-06-16,2,0.0,MAR,2,2,109.92202081274397,Canceled,1385011,1026597,3.0,329.76606243823187
71789,1,2017-07-13,2016-06-15,2017-07-16,2017-07-01,2,0.0,IRL,2,2,70.82983055665711,Canceled,1385012,1069622,3.0,212.48949166997136
71791,1,2017-07-13,2016-05-07,2017-07-16,2017-06-30,2,0.0,GBR,2,1,142.5547861623323,Canceled,1385014,1075950,3.0,427.6643584869969
71795,1,2017-11-13,2016-10-19,2017-11-17,2017-04-17,2,0.0,GBR,2,2,173.38839379896447,Canceled,1385018,1002566,4.0,693.5535751958579
71798,1,2017-07-13,2017-06-13,2017-07-17,2017-07-11,2,0.0,CN,0,2,83.05826163054022,Canceled,1385021,1061927,4.0,332.23304652216086
71801,1,2017-07-13,2016-12-12,2017-07-18,2017-06-27,3,0.0,ARG,2,2,112.84820559280222,Canceled,1385024,1038952,5.0,564.2410279640111
71802,1,2017-10-13,2017-04-13,2017-10-18,2017-07-06,2,0.0,CHN,2,2,176.7396574700686,Canceled,1385025,1000720,5.0,883.698287350343
71804,1,2017-07-13,2017-03-22,2017-07-17,2017-06-24,2,0.0,FRA,2,1,133.81646601984463,Canceled,1385027,1106262,4.0,535.2658640793785
71806,1,2017-07-14,2017-07-05,2017-07-15,2017-07-14,2,2.0,GRC,2,5,150.3533155202846,No-Show,1385029,1063212,1.0,150.3533155202846
71808,1,2017-07-14,2017-02-01,2017-07-15,2017-07-14,3,0.0,DEU,2,2,169.2244900080375,Canceled,1385031,1036980,1.0,169.2244900080375
71810,1,2017-07-14,2016-10-04,2017-07-16,2017-07-13,2,0.0,ESP,2,1,110.68038120844662,Canceled,1385033,1016761,2.0,221.36076241689324
71813,1,2017-07-14,2017-04-21,2017-07-16,2017-05-17,2,0.0,DEU,2,2,103.13473261309859,Canceled,1385036,1017761,2.0,206.26946522619718
71814,1,2017-11-14,2016-12-28,2017-11-16,2017-06-27,2,0.0,DEU,2,1,188.17271875008683,Canceled,1385037,1104038,2.0,376.34543750017366
71816,1,2017-07-14,2017-04-19,2017-07-17,2017-06-14,2,0.0,FRA,2,2,100.49834984990234,Canceled,1385039,1083823,3.0,301.495049549707
71820,1,2017-07-14,2017-05-21,2017-07-17,2017-06-17,2,0.0,FRA,2,1,124.99823611225709,Canceled,1385043,1040853,3.0,374.9947083367713
71823,1,2017-07-14,2016-07-17,2017-07-18,2017-05-22,1,0.0,DNK,0,3,126.73390305076093,Canceled,1385046,1006411,4.0,506.9356122030437
71829,1,2017-07-14,2016-11-03,2017-07-19,2017-01-29,2,0.0,RUS,2,2,102.90672132055428,Canceled,1385052,1019129,5.0,514.5336066027714
71830,1,2017-07-14,2017-02-08,2017-07-19,2017-06-22,1,0.0,MAR,2,3,140.71719065604634,Canceled,1385053,1088577,5.0,703.5859532802317
71833,1,2017-05-15,2016-12-08,2017-05-16,2017-02-13,3,0.0,BEL,2,1,91.67288299313728,Canceled,1385056,1037498,1.0,91.67288299313728
71834,1,2017-10-15,2017-05-29,2017-10-16,2017-07-07,2,0.0,GBR,2,1,126.1181126302714,Canceled,1385057,1079772,1.0,126.1181126302714
71836,1,2017-07-15,2017-01-18,2017-07-16,2017-07-15,2,0.0,PRT,2,1,96.33665051696879,Canceled,1385059,1060897,1.0,96.33665051696879
71837,1,2017-07-15,2017-06-14,2017-07-16,2017-06-26,3,0.0,DEU,2,2,159.6009367948117,Canceled,1385060,1021260,1.0,159.6009367948117
71838,1,2017-07-15,2017-01-30,2017-07-16,2017-01-30,3,0.0,FRA,2,2,94.28309574584614,Canceled,1385061,1054557,1.0,94.28309574584614
71839,1,2017-07-15,2017-04-19,2017-07-16,2017-07-11,1,0.0,GBR,2,1,96.35955617151056,Canceled,1385062,1052531,1.0,96.35955617151056
71841,1,2017-07-15,2016-12-07,2017-07-17,2017-04-06,2,0.0,PRT,2,1,88.71896939042641,Canceled,1385064,1035462,2.0,177.43793878085282
71842,1,2017-07-15,2017-05-04,2017-07-17,2017-07-02,1,0.0,DNK,2,1,119.28999414517808,Canceled,1385065,1049905,2.0,238.57998829035617
71845,1,2017-07-15,2017-05-09,2017-07-17,2017-07-10,2,0.0,MOZ,2,1,90.65865160607407,Canceled,1385068,1085632,2.0,181.31730321214815
71848,1,2017-07-15,2017-02-28,2017-07-17,2017-05-23,2,0.0,ESP,2,1,107.80694914645257,Canceled,1385071,1080486,2.0,215.61389829290513
71850,1,2017-07-15,2016-09-23,2017-07-17,2016-11-22,2,0.0,PRT,2,1,78.27065404856619,Canceled,1385073,1022478,2.0,156.54130809713237
71851,1,2017-10-15,2016-07-10,2017-10-17,2017-05-23,2,0.0,ESP,2,1,155.59711737139165,Canceled,1385074,1037683,2.0,311.1942347427833
71852,1,2017-07-15,2017-04-27,2017-07-17,2017-07-07,2,0.0,MOZ,2,1,131.12430528695248,Canceled,1385075,1105943,2.0,262.24861057390495
71854,1,2017-11-15,2017-03-25,2017-11-17,2017-07-09,2,0.0,DEU,2,1,165.152383207929,Canceled,1385077,1084453,2.0,330.304766415858
71856,1,2017-07-15,2017-01-30,2017-07-17,2017-06-20,2,0.0,CHE,2,1,126.94551579302265,Canceled,1385079,1029190,2.0,253.8910315860453
71864,1,2017-07-15,2017-01-08,2017-07-18,2017-06-12,2,0.0,CN,2,1,125.98665310691328,Canceled,1385087,1003277,3.0,377.9599593207398
71867,1,2017-07-15,2017-02-24,2017-07-18,2017-05-26,2,0.0,DEU,2,1,81.95409689673161,Canceled,1385090,1010604,3.0,245.86229069019484
71869,1,2017-07-15,2017-01-31,2017-07-18,2017-07-03,2,0.0,PRT,2,1,91.52562933321532,Canceled,1385092,1101721,3.0,274.576887999646
71870,1,2017-07-15,2017-04-19,2017-07-18,2017-07-03,1,0.0,PRT,2,1,74.07382767835387,Canceled,1385093,1078956,3.0,222.2214830350616
71871,1,2017-07-15,2017-01-22,2017-07-18,2017-07-03,2,0.0,PRT,2,1,92.8068360512225,Canceled,1385094,1029953,3.0,278.4205081536675
71872,1,2017-10-15,2017-05-12,2017-10-18,2017-07-03,2,0.0,PRT,2,1,127.86992889095252,Canceled,1385095,1104058,3.0,383.6097866728576
71877,1,2017-07-15,2017-03-12,2017-07-18,2017-07-03,2,0.0,PRT,2,1,110.37165113966182,Canceled,1385100,1081355,3.0,331.11495341898546
71878,1,2017-05-15,2017-03-31,2017-05-18,2017-04-24,2,0.0,GBR,2,2,177.26247777776183,Canceled,1385101,1056657,3.0,531.7874333332854
71883,1,2017-07-15,2016-02-17,2017-07-18,2017-04-12,1,0.0,GBR,2,1,75.27422363696539,Canceled,1385106,1018911,3.0,225.82267091089616
71884,1,2017-07-15,2016-09-19,2017-07-18,2017-06-12,2,0.0,CN,2,1,140.0610349971245,Canceled,1385107,1055306,3.0,420.1831049913735
71885,1,2017-05-15,2016-08-27,2017-05-19,2017-05-18,3,0.0,DEU,2,2,173.72319835413282,Canceled,1385108,1030278,4.0,694.8927934165313
71889,1,2017-10-15,2016-11-24,2017-10-19,2017-02-15,1,0.0,BEL,2,1,125.33588424084228,Canceled,1385112,1045065,4.0,501.3435369633691
71891,1,2017-07-15,2017-03-19,2017-07-20,2017-07-13,2,0.0,GBR,0,1,105.15906884372264,Canceled,1385114,1036291,5.0,525.7953442186132
71894,1,2017-07-15,2016-08-24,2017-07-20,2017-02-20,2,0.0,BRA,2,1,106.99138944283524,Canceled,1385117,1016416,5.0,534.9569472141762
71898,1,2017-10-15,2016-12-13,2017-10-21,2017-02-27,2,0.0,ITA,2,1,201.7170847630705,Canceled,1385121,1068210,6.0,1210.302508578423
71900,1,2017-07-15,2016-10-31,2017-07-22,2017-02-04,2,0.0,GBR,2,1,78.30961018031955,Canceled,1385123,1010587,7.0,548.1672712622369
71902,1,2017-05-15,2017-03-27,2017-05-22,2017-04-22,2,0.0,LUX,2,1,127.43983240644079,Canceled,1385125,1052403,7.0,892.0788268450855
71906,1,2017-07-15,2017-04-10,2017-07-22,2017-04-22,2,0.0,LUX,2,1,72.10681095952526,Canceled,1385129,1076826,7.0,504.74767671667684
71907,1,2017-07-15,2016-08-05,2017-07-22,2017-04-17,3,0.0,DEU,2,2,125.11320609051074,Canceled,1385130,1025319,7.0,875.7924426335752
71909,1,2017-10-16,2017-01-29,2017-10-17,2017-07-16,1,0.0,FRA,2,1,202.49821864332532,Canceled,1385132,1008211,1.0,202.49821864332532
71911,1,2017-07-16,2017-04-12,2017-07-18,2017-07-05,1,0.0,PRT,2,1,124.34228238084927,Canceled,1385134,1038532,2.0,248.68456476169854
71913,1,2017-07-16,2017-06-03,2017-07-18,2017-06-15,2,0.0,PRT,2,1,58.56411414005092,Canceled,1385136,1004830,2.0,117.12822828010184
71914,1,2017-07-16,2017-01-10,2017-07-18,2017-02-09,2,0.0,PRT,2,1,66.30959411151262,Canceled,1385137,1059612,2.0,132.61918822302525
71915,1,2017-07-16,2017-06-14,2017-07-18,2017-07-09,2,0.0,FRA,2,1,87.68370937227185,Canceled,1385138,1012884,2.0,175.3674187445437
71916,1,2017-07-16,2017-06-24,2017-07-18,2017-07-04,2,0.0,GBR,2,1,112.24867733266959,Canceled,1385139,1056106,2.0,224.49735466533917
71918,1,2017-10-16,2016-12-12,2017-10-19,2017-06-05,3,0.0,PRT,2,3,304.11542522975327,Canceled,1385141,1088032,3.0,912.3462756892598
71926,1,2017-07-16,2017-03-17,2017-07-20,2017-05-19,2,0.0,PRT,2,1,59.569039241959004,Canceled,1385149,1049295,4.0,238.27615696783602
71927,1,2017-07-16,2016-12-16,2017-07-20,2017-05-17,1,0.0,PRT,2,1,83.41340854791447,Canceled,1385150,1047220,4.0,333.6536341916579
71928,1,2017-07-16,2016-12-03,2017-07-20,2017-01-25,2,0.0,BEL,2,1,77.79860134985067,Canceled,1385151,1031088,4.0,311.1944053994027
71930,1,2017-07-16,2017-05-30,2017-07-20,2017-07-06,2,0.0,ITA,2,1,60.37764317977668,Canceled,1385153,1103444,4.0,241.51057271910673
71933,1,2017-07-16,2016-06-12,2017-07-21,2017-07-07,2,1.0,BRA,2,1,163.4224534698991,Canceled,1385156,1096997,5.0,817.1122673494955
71934,1,2017-01-16,2016-07-19,2017-01-22,2016-12-23,3,0.0,AUT,2,1,228.65619192567965,Canceled,1385157,1066772,6.0,1371.937151554078
71936,1,2017-07-17,2016-12-30,2017-07-18,2017-03-16,1,0.0,AUS,2,1,69.1292193535734,Canceled,1385159,1028186,1.0,69.1292193535734
71937,1,2017-07-17,2017-06-30,2017-07-18,2017-07-17,2,0.0,SWE,2,1,125.93684037456737,Canceled,1385160,1039331,1.0,125.93684037456737
71939,1,2017-10-17,2016-08-31,2017-10-19,2017-03-16,1,0.0,AUS,2,1,114.59349069537303,Canceled,1385162,1084195,2.0,229.18698139074607
71940,1,2017-05-17,2016-11-26,2017-05-19,2017-02-12,2,0.0,USA,2,2,160.05554423805057,Canceled,1385163,1043360,2.0,320.11108847610114
71941,1,2017-07-17,2017-01-08,2017-07-19,2017-03-08,2,0.0,USA,2,1,85.8758689418153,Canceled,1385164,1032342,2.0,171.7517378836306
71944,1,2017-07-17,2017-01-26,2017-07-19,2017-05-29,2,0.0,IRL,2,1,98.01451989656609,Canceled,1385167,1105427,2.0,196.02903979313217
71945,1,2017-10-17,2017-03-22,2017-10-19,2017-07-11,3,0.0,USA,2,2,227.24900128877078,Canceled,1385168,1041437,2.0,454.49800257754157
71946,1,2017-07-17,2016-03-14,2017-07-19,2017-05-23,2,0.0,GBR,2,1,90.65197680427266,Canceled,1385169,1039901,2.0,181.30395360854533
71949,1,2017-07-17,2016-11-17,2017-07-20,2017-01-10,2,0.0,DEU,2,1,85.19236577473208,Canceled,1385172,1032715,3.0,255.57709732419625
71950,1,2017-07-17,2017-03-19,2017-07-20,2017-05-19,2,0.0,DEU,2,1,77.37029639213142,Canceled,1385173,1067903,3.0,232.11088917639427
71951,1,2017-05-17,2016-07-13,2017-05-20,2017-05-19,3,0.0,BEL,2,2,126.72065561949165,Canceled,1385174,1068254,3.0,380.16196685847495
71953,1,2017-07-17,2017-01-16,2017-07-20,2017-07-09,2,0.0,ITA,2,1,87.85196506232495,Canceled,1385176,1046113,3.0,263.55589518697485
71955,1,2017-07-17,2016-08-21,2017-07-20,2017-05-25,2,0.0,SWE,2,1,97.04478117302284,Canceled,1385178,1096515,3.0,291.1343435190685
71956,1,2017-07-17,2017-07-08,2017-07-21,2017-07-09,2,0.0,FIN,2,2,112.49679317464073,Canceled,1385179,1063635,4.0,449.9871726985629
71959,1,2017-07-17,2016-10-28,2017-07-21,2016-11-12,2,0.0,FRA,2,1,68.81965512720565,Canceled,1385182,1016151,4.0,275.2786205088226
71960,1,2017-07-17,2017-03-10,2017-07-21,2017-05-21,2,0.0,NOR,2,1,81.48904504015906,Canceled,1385183,1082081,4.0,325.9561801606362
71961,1,2017-07-17,2017-01-01,2017-07-21,2017-05-19,3,0.0,ITA,2,3,141.2356865589987,Canceled,1385184,1063201,4.0,564.9427462359948
71963,1,2017-10-17,2016-09-08,2017-10-21,2017-04-24,2,0.0,FRA,2,1,112.11640760540303,Canceled,1385186,1027534,4.0,448.4656304216121
71970,1,2017-05-17,2016-11-16,2017-05-22,2016-12-19,2,0.0,OMN,2,1,97.93400997647917,Canceled,1385193,1036978,5.0,489.67004988239586
71972,1,2017-07-17,2016-10-06,2017-07-23,2016-12-15,1,0.0,ESP,2,1,64.6360263303761,Canceled,1385195,1102106,6.0,387.8161579822566
71983,1,2017-07-18,2016-08-25,2017-07-19,2017-05-18,3,0.0,IRL,2,2,184.3490896884104,Canceled,1385206,1028469,1.0,184.3490896884104
71984,1,2017-07-18,2017-04-14,2017-07-19,2017-05-19,1,0.0,USA,2,1,68.3522169760525,Canceled,1385207,1060380,1.0,68.3522169760525
71988,1,2017-10-18,2017-05-01,2017-10-20,2017-05-19,2,0.0,ESP,2,1,108.41198495834358,Canceled,1385211,1017482,2.0,216.82396991668716
71989,1,2017-10-18,2017-06-09,2017-10-20,2017-07-03,2,0.0,NLD,2,1,158.77553397318212,Canceled,1385212,1073850,2.0,317.55106794636424
71991,1,2017-07-18,2016-10-22,2017-07-21,2017-06-30,2,0.0,PRT,2,1,68.63263144572512,Canceled,1385214,1059461,3.0,205.8978943371754
71993,1,2017-07-18,2017-03-18,2017-07-21,2017-04-23,2,0.0,ARG,2,2,113.0441978339531,Canceled,1385216,1031712,3.0,339.13259350185933
71994,1,2017-07-18,2017-01-14,2017-07-21,2017-06-30,2,0.0,PRT,2,1,66.48908504965067,Canceled,1385217,1102265,3.0,199.467255148952
71996,1,2017-07-18,2016-11-12,2017-07-21,2017-06-30,2,0.0,PRT,2,1,68.69133668499259,Canceled,1385219,1065555,3.0,206.07401005497778
71998,1,2017-07-18,2017-02-27,2017-07-21,2017-07-18,2,0.0,USA,2,1,139.27713935131277,No-Show,1385221,1085638,3.0,417.8314180539383
72000,1,2017-10-18,2017-04-25,2017-10-21,2017-06-28,2,0.0,DEU,2,1,106.84816990557593,Canceled,1385223,1037784,3.0,320.5445097167278
72001,1,2017-07-18,2017-03-12,2017-07-21,2017-06-30,2,0.0,PRT,2,1,71.47507040598323,Canceled,1385224,1082881,3.0,214.4252112179497
72003,1,2017-10-18,2017-05-24,2017-10-21,2017-06-30,2,0.0,PRT,2,1,94.35725106555901,Canceled,1385226,1011303,3.0,283.07175319667704
72005,1,2017-05-18,2016-12-26,2017-05-22,2017-02-10,2,0.0,DEU,2,1,94.60349230033631,Canceled,1385228,1055918,4.0,378.41396920134525
72007,1,2017-07-18,2016-11-25,2017-07-22,2017-01-18,3,0.0,ESP,2,1,95.90578845630282,Canceled,1385230,1098125,4.0,383.62315382521126
72009,1,2017-07-18,2017-05-18,2017-07-22,2017-07-10,3,0.0,ESP,2,2,125.0882786658272,Canceled,1385232,1051165,4.0,500.3531146633088
72016,1,2017-07-19,2017-02-28,2017-07-20,2017-03-29,2,0.0,GBR,2,1,85.62457773729335,Canceled,1385239,1053726,1.0,85.62457773729335
72017,1,2017-07-19,2017-03-27,2017-07-21,2017-05-21,2,0.0,RUS,2,1,68.61024287065848,Canceled,1385240,1045662,2.0,137.22048574131696
72018,1,2017-07-19,2017-02-15,2017-07-21,2017-07-12,2,0.0,PRT,2,8,70.45903684140143,Canceled,1385241,1026536,2.0,140.91807368280286
72020,1,2017-07-19,2017-02-07,2017-07-22,2017-07-03,2,2.0,DEU,2,5,107.81529076127357,Canceled,1385243,1000569,3.0,323.44587228382073
